User	Text	Date	Retweet Count	Reply To
TheGreatPodgsby	And there'll be enough fash shitheads to ensure FG don't suffer anything beyond a bloody nose. #vinb	2015-06-24 22:34:00	0	TheGreatPodgsby
lolorachelwebb	#vinb needs subtitles tonight #Kerry #youwaaaaaaa	2015-06-24 22:33:52	0	None
FiannaMan	Good man @niallkelleher standing up for the people he represents #vinb	2015-06-24 22:33:42	0	None
Cunionsandphey	@woodforddolmen If ye touch-base with @Sharon_McHugh or reach out to @LMBER the #VinB #PeoplesDebate on this it'd be great for #CK!	2015-06-24 22:33:34	0	woodforddolmen
PierceKennedy	There is only one #vinb  ..... 😂😂😂 Legend. VOTE NO1 @vincentbrowne  👍	2015-06-24 22:33:32	0	None
Bassbluff	The snobbery here is terrible. These guys can talk so leave them alone.  #vinb	2015-06-24 22:33:22	0	None
FCTwenteBenson	Fianna Fail man has owned up to the mistakes the bankers made, Christ! #vinb	2015-06-24 22:33:17	2	None
TonightWithVinB	John Kelly on taxes &amp; charges “There are 500 suicides/yr, far more than road accident deaths” #PeoplesDebate #VinB	2015-06-24 22:33:16	7	None
betaburns	@ImSomeDad They're not Healy Rae voters. That's the problem with multiseat constituencies, hard to control what other ppl vote for. #vinb	2015-06-24 22:33:11	0	ImSomeDad
sbreathnach4	#vinb @rte   #vinb's programme from Kerry -- still wondering How Seniors can survive Ireland @ commit suicide with less freq than the young	2015-06-24 22:33:10	0	None
TonightWithVinB	“The only reason for all of these cuts is the national debt” #PeoplesDebate #VinB	2015-06-24 22:33:09	5	None
GubbageMan	#vinb jaysus the healy-rae clone is brilliant fun. Laughing my ass off	2015-06-24 22:33:06	0	None
gallmacmorna	@gallmacmorna Niall Kelliher getting a roasting from Vincent #vinb	2015-06-24 22:33:03	0	gallmacmorna
TonightWithVinB	"This Government promised a change. It is time for them to turn around and do what they promised." #PeoplesDebate #VinB	2015-06-24 22:32:55	2	None
linfar4563	#Vinb how do fg and lab sleep at night they have to be the ugliest govt we have everhad in d history of d state we have suicides on d rise..	2015-06-24 22:32:51	0	None
mrbobdaly	#vinb This should be known to the audience  https://t.co/NHwmM0j7gO	2015-06-24 22:32:49	5	None
shelleyscriber	"Above in Dublin" .  #vinb.	2015-06-24 22:32:44	0	None
ConorFoley32	Martin Ferris the only TD from North Kerry bothered to take part in #peoplesdebate @FerrisMartin #vinb	2015-06-24 22:32:44	8	None
Donal_OKeeffe	Vinshunt, I'm a tick, fram a long line av ticksh. I shtand here making up shtupid shtoriesh invalvin farum mashinury *crowd goes wild* #vinb	2015-06-24 22:32:41	0	None
Rach_OConnor	Vincent Browne V Niall Kelliher Round 1 : Browne 😂 #vinb	2015-06-24 22:32:32	0	None
FiannaFool	We need a Fair Deal for @fiannafailparty representatives! Even if we are gobshites. Or auctioneers. #VinB	2015-06-24 22:32:31	3	None
SeosamhMagAodha	Our TDs *DO NOT* lack imagination. Far from it the sneaky toerags. It's genuine authentic FEELING they lack. And backbone!! #vinb	2015-06-24 22:32:15	2	None
caulmick	#vinb it's not necessary to ask people which party, we can tell by the look of them #PeoplesDebate	2015-06-24 22:32:04	1	None
shocks2103	seriously afraid of sinn fein @FerrisMartin should have taken a night off #vinb	2015-06-24 22:31:55	0	None
BazCullen	A new party could be formed in Kerry 'Fine Healy Rae' #vinb	2015-06-24 22:31:55	2	None
Maebhcon	Who caused the problem?  #vinb	2015-06-24 22:31:52	0	None
Dodslaw	I actually think #vinb making jabs at members of political parties in #PeoplesDebate is pretty infantile. When he uses argument,it's great.	2015-06-24 22:31:51	0	None
LeoMartinDublin	@breakfastrollma #vinb why does a community of 4mill need 29 Local Authorities with 29 CEO's on massive salaries?	2015-06-24 22:31:51	0	breakfastrollma
davemcginn_ie	Sit down you absolute fucking spoofer #vinb	2015-06-24 22:31:49	0	None
ReclaimTheVoice	Cant help thinking the next new born of the Healy -Rae clan  will be christened 'Another'  Another Healy-Rae  #vinb   #rtv	2015-06-24 22:31:41	0	None
TonightWithVinB	Mary Fleming, IFA Kerry “Nobody talks about the older generation.” #PeoplesDebate #VinB	2015-06-24 22:31:41	3	None
beingdealtwit	This FF clown complaining about the consequences of his corrupt party #vinb	2015-06-24 22:31:40	1	None
Anthony_Lawless	Why do the Healy Rays exaggerate the Kerry accent when they have a microphone in front of them? Nobody else down there talks like that #vinb	2015-06-24 22:31:25	3	None
nmaher36	Gladly pay you Tuesday for one hamburger today #vinb	2015-06-24 22:31:22	0	None
Maebhcon	Love vinnie's deadpan 'why?' #ff # vinb	2015-06-24 22:31:18	0	None
LuddLite	Methinks the 'Healy-Raes' are putting on the accent with a plough. #VinB	2015-06-24 22:31:12	1	None
paulanthony211	#vinb. Never underestimate the Kerryman/woman just because they don't speak with a phoney D4 accent! Well siad the Kerry electorate.	2015-06-24 22:30:56	2	None
nomorequangos	What will #JimmyDeenihan  tell @alankellylabour @PaudieCoffey  about  watering down Building Control Regulations when he gets back?  #vinb	2015-06-24 22:30:56	0	None
Samarkandiana	#VINB I absolutely love the genuine accents on #thepeoplesdebate series. Three cheers for authenticity!	2015-06-24 22:30:38	3	None
The_Paor	#vinb  A Rae of hope??	2015-06-24 22:30:37	0	None
williamhboney1	This govt are so blasé about suicide rates, I believe that they see suicide as a solution rather than a problem #vinb #PeoplesDebate	2015-06-24 22:30:18	12	None
mrbobdaly	The bottom line  #vinb  https://t.co/BuW3HH3Xux	2015-06-24 22:30:18	2	None
katgriffin30	Well done Johnny Healy Rae #VinB	2015-06-24 22:30:07	0	None
TheGreatPodgsby	For all the anger in constituencies like this, it's just going to be channelled into votes for FF &amp; Healy-Rae gombeens. #vinb	2015-06-24 22:30:04	0	None
FrncsQ	#VinB I love that analogy. And I'm sure the cap fits the H S E perfectly.	2015-06-24 22:30:03	0	None
CeiteachG	.@Labour neoliberals pushin more kids into poverty, SHAME! #HurtinBurton #Yeschildequality #vinb #not1pipe #Burtoncut http://t.co/ol6VwtRF4z	2015-06-24 22:30:02	10	None
IERepublican	SF are a wholly transformed party? Let's all just forget the lies, abuse, corruption, criminality, rape, Garda murders etc #VinB	2015-06-24 22:29:59	0	None
RayMcGrath	Is he Jackie Healy-Rae's grandson or his reincarnation? #vinb #PeoplesDebate	2015-06-24 22:29:55	0	None
Evanis	Johnny Healy-Rae takes to the stage #Vinb	2015-06-24 22:29:53	0	None
phonsiefonz	#vinb the banks are broke !	2015-06-24 22:29:46	1	None
losthighroller	Fair play to the people of Kerry on #vinb You are passionate, informed, caring, bright and articulate.	2015-06-24 22:29:44	0	None
joe905x	oh god #healy-rae junior ! not another 1 , #Dallas gone wrong , #ParishPumpPolitics at its finest #Professional #vinb  #PeoplesDebate	2015-06-24 22:29:42	0	None
TonightWithVinB	“The problem we have with our politicians is that they lack imagination.” #PeoplesDebate #VinB	2015-06-24 22:29:29	2	None
daraghk7	#vinb sounds like we are in Healy Rae country	2015-06-24 22:29:24	0	None
sbreathnach4	#vinb @rte @DailyPlato It now appears that there are forces afoot to castrate the RoI's parliament further and make it answ to the courts	2015-06-24 22:29:24	0	None
DjMakG	I really think tonight's #vinb need's subtitles....	2015-06-24 22:29:23	0	None
cliffordd85	The Healy Raes - never doubt them #vinb	2015-06-24 22:29:20	0	None
dreddiemurphy	#vinb #PeoplesDebate ... its time to look at mental wellbeing from birth to old age as well as mental health service delivery	2015-06-24 22:29:15	3	None
nmaher36	Broadcasting from Ukraine now #vinb	2015-06-24 22:29:10	0	None
breakfastrollma	incest it seems is best #vinb	2015-06-24 22:29:09	0	None
FiannaFool	A Healy-Rae without a Hat?  Now that is shocking! #vinb	2015-06-24 22:29:05	0	None
caulmick	Plenty of money to throw at #irishwater corruption but pittance to mental health #not1pipe #PeoplesDebate #vinb https://t.co/OwOpuR0uJa	2015-06-24 22:29:03	20	None
Dazoo1977	Leo certainly came out  #vinb	2015-06-24 22:29:03	0	None
divreg	Knew he was a Healy Rae #vinb	2015-06-24 22:29:00	0	None
micrabam	Jayas! Is that another Healy-Rae!!! Please say it ain't so. #vinb	2015-06-24 22:28:59	0	None
johnjazzharan	Jesús them Healey Rae's are some craic . No hat but still  a strange creature. #vinb	2015-06-24 22:28:56	1	None
Cunionsandphey	@Evanis Missed his name at start, hence my tweet just now. With that accent he just HAD to be a Healy-Rae alright! :) #VinB	2015-06-24 22:28:52	0	Evanis
ReclaimTheVoice	The sooner all governments realise that the health of its people will bring in more taxes, the sooner the health system will change.  #vinb	2015-06-24 22:28:51	3	None
seandepaore	FFrepresentative admits FFoverspend badly in office?FG TD disagrees with current governmentpolicy?All want funding with less money?how?#vinb	2015-06-24 22:28:46	0	None
moran_anto	kerrymen are great talkers #vinb	2015-06-24 22:28:42	0	None
Wexman4	Not a mention of the Jumbo Breakfast Roll.   #vinb	2015-06-24 22:28:38	0	None
TonightWithVinB	“How does the panel see the family resource centre being strengthened to support all our families? #PeopleDebates #Vinb	2015-06-24 22:28:38	1	None
BazCullen	Where's his cap? #vinb	2015-06-24 22:28:01	0	None
PPLimages	#vinb #IrishWater #Kerry  U might want2contact 1  2/2:  All Sitting TD's: @FerrisMartin /SF @BGriffinTD /FG @MHealyRae /IND @SpringAJ /LAB	2015-06-24 22:28:01	0	PPLimages
MayoWeather	Love the "All Ireland Winning Speech" path most of the questions go down, wit - facts - serious part - raise voice - cheers/applause. #VinB	2015-06-24 22:27:48	1	None
ImSomeDad	Duran Duran statement on cancelled Killarney Festival. #vinb @jimcarrollOTR  https://t.co/0NfvvImkT2	2015-06-24 22:27:48	0	None
Cunionsandphey	Is that fella a relative of @MHealyRae? If he hadn't a thatch I'd say they're cousins! #VinB #PeoplesDebate	2015-06-24 22:27:43	0	None
mrbobdaly	Not much about water charges at the debate tonight  😀😀 #vinb	2015-06-24 22:27:40	0	None
MajorBondHolder	Minuscule: An early learning centre in Liverpool. #vinb	2015-06-24 22:27:38	0	None
36kerry36	#vinb Time for a song.	2015-06-24 22:27:33	0	None
AnsbacherK	Do the Healy-Raes share their suits and ties with each other #vinb	2015-06-24 22:27:30	0	None
ATMH1994	Subtitles please? #vinb	2015-06-24 22:27:28	0	None
NicoWDC2015	He sounds like a HealyRae #vinb	2015-06-24 22:27:19	0	None
jimcusack	#vinb man in golf jumper talking sense	2015-06-24 22:27:06	0	None
RayMcGrath	Great accent, in fairness. #vinb #PeoplesDebate	2015-06-24 22:26:58	0	None
AnnetteLawson	Junior alert #vinb	2015-06-24 22:26:58	1	None
breakfastrollma	right no looking it up on google how many TD'S can you name #vinb	2015-06-24 22:26:48	0	None
nmaher36	F a clone #vinb	2015-06-24 22:26:47	0	None
Niall_Brophy	#VinB is like one big counselling session.	2015-06-24 22:26:37	0	None
aidanodr	The REAL proof we've learned FK ALL http://t.co/pWXzicfgud The 9 hottest housing markets in the world ... GUESS who's NO. 1 ?? #vinb	2015-06-24 22:26:33	0	None
ShaneMcAuliffe1	And next time @vincentbrowne come to Kerry through our brilliant @KerryAirport - 40 mins from Dublin with @AerLingus!!! #vinb #PeoplesDebate	2015-06-24 22:26:26	0	ShaneMcAuliffe1
Evanis	Great to see &amp; hear people throughout communities in Kerry given a platform to voice their concerns @TonightWithVinB #Vinb	2015-06-24 22:26:07	0	None
monthemun	@Ballymunsaysno .. @desmondotoole is an ape #watercharges #vinb #not1pipe, I'm no freeloader workers say NO http://t.co/X7TxjY9eq4	2015-06-24 22:26:05	5	Ballymunsaysno
Ballymunsaysno	#vinb Everyone that #Protest against #WaterCharges or #government Cuts are Freeloaders Says @desmondotoole http://t.co/rhnjAQyi6Z	2015-06-24 22:25:27	1	None
aidanodr	#vinb MT @tconnellyRTE Word in Athens Tsipras comin under fierce pressure from creditors to accept their revised proposal be4 lunchtime tmrw	2015-06-24 22:25:17	0	tconnellyRTE
fb_fitz	Next week, #ballyhea goes to Brussels with @PeterMathewsTD @JoanCollinsTD rep @DailTechGroup @gtcost #vinb	2015-06-24 22:25:13	18	None
ReclaimTheVoice	So the @FiannaFail  reason D'etre is Every party was demanding an increase in spending'......I recall a fella called Pontius Pilate..#vinb	2015-06-24 22:25:03	0	None
ger_mccann	#vinb We have learnt a lesson don't vote ff,fg, and lab in upcoming GE unless you want another 5 years of the same shit.!	2015-06-24 22:25:02	9	None
The_Paor	#vinb  Unfortunately a stroke of the pen by a bureaucrat in Germany/Brussels will wipe out any proposed reform on social issues #Govtcowards	2015-06-24 22:25:00	0	None
Vallmeister	One thing you learn from #vinb is that there is a lot of TD's you never hear from. So many unknowns that speak in the language of cliche.	2015-06-24 22:24:59	2	None
IrelandUncut	Fianna Fail are a wholly transformed party! Let's all just forget the lies, abuse, corruption and incompetence!  #PeoplesDebate #GE16 #VinB	2015-06-24 22:24:57	3	None
nomorequangos	Did you hear that @timmydooley #vinb said  don't  trust @fiannafailparty  and the majority agree with him. Where's  expensive expenses O'D?	2015-06-24 22:24:56	0	None
Cunionsandphey	@lauraisainmdom @Sharon_McHugh @woodforddolmen Also ask @LMBER who produces #VinB #PeoplesDebate too perhaps.?	2015-06-24 22:24:56	0	lauraisainmdom
tnteacherTim	.@talktojoe1850 does NOT work 15hrs a week. He's !:48pm to 2:56pm. That's 1.08hrs per day and 5.4hrs per week. #vinb	2015-06-24 22:24:50	4	None
MrsSharonWhite	#vinb what a lovely man from the rural Ireland dwellers.	2015-06-24 22:24:41	0	None
OccupyIreland	Wealthy need more money for motivation  everyone else less. #vinb	2015-06-24 22:24:35	1	None
ShaneMcAuliffe1	Vincent came to Kerry by train and "stopped off at Knocknagoshel" haha brilliant!!! #vinb #PeoplesDebate	2015-06-24 22:24:32	0	None
gallmacmorna	@gallmacmorna FF section not getting into the debate at all #vinb	2015-06-24 22:24:24	0	gallmacmorna
sbreathnach4	#vinb @rte How did the NI Brits find out such info against (Fr) BS @ the Norbareens, when the most pious RoI cannot find its own sandals ?	2015-06-24 22:24:17	0	None
Ihatebankers	The loony right fucked up the country.  #vinb	2015-06-24 22:24:10	0	None
nmaher36	Skchems nd billinns #vinb	2015-06-24 22:24:04	0	None
ATMH1994	Really important to discuss how we fund services for an aging population, particularly Fair Deal Scheme #vinb	2015-06-24 22:23:57	0	None
Dazoo1977	Is that bing Crosby? #vinb	2015-06-24 22:23:52	0	None
shocks2103	the poor farmers #vinb	2015-06-24 22:23:39	0	None
ColletteFlores	#vinb   Why on earth would they think taking money from the poorest would improve the economy?  WHY?  Take it from the rich.	2015-06-24 22:23:31	0	None
geraghty040	Ah #vinb leave poor #lenihan alone, sure he died of not giving a fuck like the rest of them. His will was read out to #FG to implement	2015-06-24 22:23:17	0	None
boldzsazsa	#vinb fair play to that man , 3 parasites Duffy Finucane Tubbridy	2015-06-24 22:23:03	0	None
Wexman4	Vinb was a member of FG lets not forget  #vinb	2015-06-24 22:22:51	0	None
losthighroller	Loving the circular floorplan #vinb format. Is it a mart?	2015-06-24 22:22:45	1	None
LeoMartinDublin	#vinb Scotland have 59 MPs why do we need 167? Plus 900 Councillors?	2015-06-24 22:22:36	0	None
LaobhaoiseNihE	Despite all the negativity on #Vinb the #PeoplesDebate is a great platform for people in every county to air their views.	2015-06-24 22:22:35	0	None
PPLimages	#vinb #IrishWater Links #Kerry #PeoplesDebate 1/2 @CllrJBrassil /FF @JimmyDeenihanTD /FG/Sitting @FinucaneBrian /PBP https://t.co/qvtmBUGUR4	2015-06-24 22:22:35	0	None
RIStockfootage	#vinb Did i just see a guy asleep in the front row ?	2015-06-24 22:22:34	0	None
sbreathnach4	#vinb @rte  Maybe les girls, Frances in Justice @ Noreen as Commiss might firnd out who the culprit is, if the culprit is not one of them	2015-06-24 22:22:33	0	None
Tweet_Afton	@mc_llb @ger_mccann   #vinb #PeoplesDebate http://t.co/pbY7CJsjfi	2015-06-24 22:22:32	0	mc_llb
CiaranGreaney	@AidOConnor didn't Jackie healy rae not bring these issues to the Dail every day for years?! Just kidding👍 #PeoplesDebate #vinb	2015-06-24 22:22:07	0	AidOConnor
FCTwenteBenson	Jaysus Fianna Fail have their own supporter section, shouldn't there be a ring of stewards around them? #vinb	2015-06-24 22:22:02	0	None
mi499	vinb when you look at the faces of the politician's on the panel it is easy to see that Martin Ferris who is honest.	2015-06-24 22:21:37	0	None
IomJD	#vinb Rebels by name and by nature as apparently mass resignation in Cobh SF tonight	2015-06-24 22:21:32	1	None
Anthony_Lawless	#vinb - This is meant to be a debate. Stop people bringing along prepared speeches. It knocks the spontaneous element out of it.	2015-06-24 22:21:28	0	None
sbreathnach4	#vinb @rte @Daily So, who in the GS did the (Fr.) B Smyth Psychiatrist write to in 1973? Who in other words allowed him to rape for 20 yrs?	2015-06-24 22:21:28	0	None
ColletteFlores	#vinb.  @RTE yes rubbish and repeats. We need to give up paying TV license next.  We're being robbed left right and centre.	2015-06-24 22:21:23	0	None
JulieAnneShero	"Billion" or "building" - "anyone with two brain cells to rub together" - great stuff!!😀#vinb	2015-06-24 22:21:18	0	None
nmaher36	Who's the joe Duffy fella? #vinb	2015-06-24 22:21:17	0	None
Alanfromireland	http://t.co/eMWsrbeORJ Priority is to lift T embargo on recruitment + save T health service + T people that depend on it @babsbear #vinb	2015-06-24 22:21:17	0	None
ReclaimTheVoice	'Billin'  a monetary amount in Co.Kerry that represents 100 000 million. some of this money IS allocated to the  'Ambilance' services #vinb	2015-06-24 22:21:16	0	None
Cunionsandphey	Brilliant! @talktojoe1850 has something in common with @dunnesstores workers; he only works 15 hours a week! Ha ha! #VinB #PeoplesDebate	2015-06-24 22:21:08	2	None
whitey_claire	Are the lads playing Hangman? #pensgoingninety #vinb	2015-06-24 22:21:01	0	None
fb_fitz	Where were the thousand programmes on #bankdebt ? #ballyhea would say otherwise! #vinb #PeoplesDebate	2015-06-24 22:20:53	2	None
Dazoo1977	What about John Delaney's salary #vinb	2015-06-24 22:20:52	0	None
MayoWeather	"64 BILLIN!!" #VinB	2015-06-24 22:20:46	0	None
Dodslaw	We're in Kerry I take it? #vinb	2015-06-24 22:20:37	0	None
ATMH1994	Man is speaking most sense of any thus far. We need more progressive taxation to pay for services. Not boom to bust economics of FF #vinb	2015-06-24 22:20:31	0	None
OccupyIreland	Bring down #vinb  https://t.co/l7HzZcgmkf	2015-06-24 22:20:26	4	None
MurphArthur	great Festival in #Killarney now ,the #PeoplesDebate very good tonight honest to god people in the #kingdom "tis my field" #vinb  #RAW	2015-06-24 22:20:23	0	None
phonsiefonz	#vinb Vincent strokes his chin while he stalks his prey..who is he going to savage his next...	2015-06-24 22:20:06	0	None
oconne10	@ATMH1994 Hi Adam, where is the Labour rep to face the people of Kerry on The People's Debate? #vinb	2015-06-24 22:20:06	0	ATMH1994
sbreathnach4	#vinb @rte Two guys died in Dundalk  when a wall fell in on them, two more with water/gas poison recently, then there's Tuam, your Grace...	2015-06-24 22:19:52	0	None
electionlit	These people's debates are an education as to the effect of all sorts of small cuts on communities.  #vinb	2015-06-24 22:19:48	1	None
MacAnBhaird	Bill'n.. #vinb	2015-06-24 22:19:33	0	None
JoeTalksBack	#vinb   Was Michael Healy Rae married to Madonna?!    #GuyRitchie http://t.co/exwXV2HR9c	2015-06-24 22:19:30	3	None
Bassbluff	That fella can't pronounce 'billion' properly.  #vinb	2015-06-24 22:19:20	0	None
36kerry36	#vinb Colour-coded microphones. #whoknew	2015-06-24 22:19:19	0	None
TonightWithVinB	Cormac Williams; Psychiatric nurses association,We wanted a vision for change, what we got was a vision for closure” #PeoplesDebate #VinB	2015-06-24 22:19:13	4	None
Dazoo1977	How only dresses up when he goes to the post office #vinb	2015-06-24 22:18:48	0	None
ReclaimTheVoice	'miniscule'...minutae'....?.oh she was so close... #vinb	2015-06-24 22:18:42	0	None
donie	#VinB People's Debate a great public service. Really something @rtenews should be doing.	2015-06-24 22:18:25	1	None
sbreathnach4	#vinb @rte @Daily Does anyone know how much the RCC charity (they always manage to pass the hat around) came to, what happened the moneys?	2015-06-24 22:18:08	0	None
EamonDelaney10	We are listening to the quangos of the future #vinb #needmorefunds	2015-06-24 22:18:06	1	None
LuddLite	@sean_ocathain I thought Lech Wałęsa gave people a lesson in solidarity. #Sinnfein #VinB	2015-06-24 22:18:05	0	sean_ocathain
Cunionsandphey	They should vet speakers at the door. If they've an A4/Foolscap Pad in their hands, they're not getting in. #VinB #PeoplesDebate #Kerry	2015-06-24 22:17:54	0	None
MayoWeather	@FCTwenteBenson Ara we'll never be happy, great platform to be fair for local/real people getting their voice. #VinB	2015-06-24 22:17:24	0	FCTwenteBenson
ReclaimTheVoice	The sad reality is.in the next  election, many won't bother to vote, and many will not 'swing'   the  'not bothers' will gift the same #vinb	2015-06-24 22:17:17	1	None
BredaMac12	Martin Ferris is right " the political system has always been compromised by small few " since 2008 these few have looted the country #vinb	2015-06-24 22:17:04	3	None
wallymug	We keep saying the people have the power but we are still going to put them there capitalism has us well brain washed or mushed  #vinb	2015-06-24 22:17:00	0	None
fuidzbirr	No sign of Vincent challenging Martin ferris on the rape of Maria Cahill by a glorious volunteer. Usual silence by Vincent. #vinb	2015-06-24 22:16:51	0	None
tnteacherTim	@colettebrowne @ciarakellydoc Seriously, what kicks-in tomorrow is idiocy. Unworkable. #Bonkers. #vinb  #Singleparents	2015-06-24 22:16:39	3	colettebrowne
GerryRbytheLeft	This Republic treats citizens in a shocking way,our tax money is hoovered and used in very questionable ways,beyond time for change #vinb	2015-06-24 22:16:28	2	None
ATMH1994	That man was correct. Democracy died in this country the night Fianna Fail, Fine Gael, Greens &amp; Sinn Fein voted for the bank guarantee #vinb	2015-06-24 22:16:14	3	None
donegalclaret	apart from opening statement Martin Ferris sat on vinb until 23.07 before asked for comment now why could that be i wonder?	2015-06-24 22:15:39	3	None
AhhhMeBollix	@finegael Empathy Awareness Training Film for Public Representatives  https://t.co/JiYAoUpITe #vinb #peoplesdebate	2015-06-24 22:15:38	1	FineGael
SeosamhMagAodha	FG &amp; Lab attacked de most vulnerable in society. They shud be flogged up &amp; down the streets. #vinb Instead, dumbasses will prob re-elect 'em	2015-06-24 22:15:36	3	None
SULO4	Democracy is a sham. The neoliberal elites &amp; banks own us. Rembr when EU sent their own to run Italy &amp; Greece? Said it all. #VINB	2015-06-24 22:15:30	17	None
AidOConnor	About time we see social &amp; economical issues in Kerry highlighted on a national platform. #PeoplesDebate #vinb	2015-06-24 22:15:14	1	None
FiannaMan	Martin Ferris talking about towing the party line SF lost an entire cumann and 2 cllrs because they wouldn't tow the party line #vinb	2015-06-24 22:15:13	1	None
LimerickBorn	I saw Willie O'Dea in #limerick  last week. It took him weeks to realise #marref was over but has now chanced reappearing in public #vinb	2015-06-24 22:15:00	0	None
MrsSharonWhite	#vinb stated by psychiatric nurse assoc. Kerry 2nd highest suicide rates in the country 18% after Limerick 21%.	2015-06-24 22:14:50	1	None
Cunionsandphey	@ShaneMcAuliffe1 #Farranfore's hardly what I'd call an International Airport. Or do you mean @CorkAirport!? Ahem. #VinB #PeoplesDebate	2015-06-24 22:14:49	0	ShaneMcAuliffe1
Jen0m	Jackie Crowe - an amazing woman. #vinb #Jackiecrowe	2015-06-24 22:14:45	1	None
36kerry36	#VinB Good to see Kerry people discussing Kerry issues. There's a strong case for televising coco meetings. #communitycounts	2015-06-24 22:14:35	1	None
IrelandUncut	One of  #LoneParents points out that Fianna Fail began the system that screws them.  Hypocrite @MichealMartinTD   #PeoplesDebate #ge16 #vinb	2015-06-24 22:14:16	2	None
MichaelGarland_	People's Debate proves too much for miniature Dachshund! #vinb #PeoplesDebate http://t.co/VhlBkFpwps	2015-06-24 22:13:59	0	None
marybuckley549	Anger and pain of audience really shows how rural areas have been hammered and the vulnerable suffer. Indefensible. #vinb	2015-06-24 22:13:54	2	None
breakfastrollma	when you here it from people on the front line it begins to sink in how we treat mental health in this country and the staff there in #vinb	2015-06-24 22:13:44	5	None
evryan	one of the best debates #vinb	2015-06-24 22:13:43	0	None
ImSomeDad	Can't understand how passionate people speaking on cancer and mental health services tolerate public representatives like Healy Rae #vinb	2015-06-24 22:13:26	0	None
MPGillick	#vinb Martin Ferris is some hypocrite speaking about moral lines they won't cross. What about Gda Gerry McCabes killers. Provo Child abuse	2015-06-24 22:13:06	3	None
jimcusack	#vinb Ferris the Sinntologist hypocritical talking about rape with his party's record	2015-06-24 22:12:54	0	None
iaindrennan	The country needs serious change or we're fucked #vinb	2015-06-24 22:12:45	0	None
philipnolan1	@C_Musings Did I just spot you in the audience on #vinb? 😃	2015-06-24 22:12:28	0	C_Musings
SvtigerStephane	@GarethSoye makes a change from the blueshirts killing people by the bucket. #vinb. You are now officially boring me. Buzz off.	2015-06-24 22:12:19	0	GarethSoye
williamhboney1	Good man Cormack, telling it like it is.   #vinb	2015-06-24 22:12:15	1	None
zylon9	What opposition party is that  Griffin fellah in?He really opposes a lot of Government cuts......What?..seriously?..he voted for them? #vinb	2015-06-24 22:12:08	5	None
ColletteFlores	#vinb. There's no line not crossed coming from EU.  Lackies is what they  are and they are OK until the day they die. Make them accountable	2015-06-24 22:11:57	0	None
SULO4	Martin Ferris on conscience issues... #VINB	2015-06-24 22:11:51	1	None
fixtronix	Fairness/Equality/Democracy. All values treasured by us Irish Republicans, but hugely lacking in SF #Longford.. #vinb http://t.co/kihqeuEHD9	2015-06-24 22:11:33	6	None
Anthony_Lawless	If the Shinners ditched Adams as leader and replaced him with Ferris, they would have a much better chance of getting my vote. #vinb	2015-06-24 22:11:30	1	None
squidlimerick	... also people on both blind and disability payment are banned from receiving back to work dividend #vinb	2015-06-24 22:11:21	4	None
IERepublican	Common good certainly wasn't the SF approach of supporting a campaign of murder for decades, no morals, SF agenda all about SF #vinb	2015-06-24 22:11:05	2	None
AnnetteLawson	Ferris sidestepping question on RCNI neatly #VINB	2015-06-24 22:11:04	0	None
davemcginn_ie	Is the TV3 Live stream being a bag of absolute shite again, or is it my internet? #vinb	2015-06-24 22:11:02	0	None
Wexman4	The amount of money wasted on TD's #vinb	2015-06-24 22:10:55	0	None
Cunionsandphey	Every Vote is a conscience vote! #VinB	2015-06-24 22:10:54	0	None
squidlimerick	as said earlier, lone parents on blind pension will lose €217 a week if they have one child and additional €29 for additional child... #vinb	2015-06-24 22:10:47	10	None
gallmacmorna	Lot of anger on Vincent Browne tonite#vinb	2015-06-24 22:10:41	0	None
AnGiogoir	No surprise. But totally distorted claims being made by various activists go unchallenged by #vinb and the spineless @finegael TD on TV3	2015-06-24 22:10:40	0	None
DenisDebung	@aidanodr #vinb Irish real estate is now 20-30% overvalued ... Here we go again! #assetbubble http://t.co/AZIrUBmOXg	2015-06-24 22:10:31	1	aidanodr
linfar4563	#Vinb my god how right an spot on was that woman who gave it to govt, she said why dont they get out cos their doing fuck all just cutting..	2015-06-24 22:10:14	0	None
Cunionsandphey	@lauraisainmdom Maybe @Sharon_McHugh might know? Am hoping @woodforddolmen might host it in upstairs ballroom in Autumn/Winter/Spring. #VinB	2015-06-24 22:10:09	0	lauraisainmdom
ATMH1994	All about auction politics says  Ferris whose party have promised more tax cuts and extra spending than all other parties combined #vinb	2015-06-24 22:09:51	3	None
BazCullen	Maybe we should have a phone in to see if we should have all the Healy Rae team in the Dail  #vinb	2015-06-24 22:09:48	1	None
kerrykilkenny	Too many issues and not enough discussion on each of them #vinb	2015-06-24 22:09:46	0	None
SvtigerStephane	Here's a good lad, take the ball &amp; go play with the traffic. Let the adults speak #vinb https://t.co/QCfX81pErJ	2015-06-24 22:09:36	1	None
MrDavidMaurice	I enjoy the #PeoplesDebate on #vinb - but the problem with audience 'points' is they often turn into rants with little political substance.	2015-06-24 22:09:34	0	None
Wexman4	Popular sound bites   😡.    #vinb	2015-06-24 22:09:15	0	None
IERepublican	How many Provo rapists were hidden in Kerry by SF/IRA ? #vinb choice not to tell truth about their sordid past is disgusting	2015-06-24 22:09:11	2	None
