User	Text	Date	Retweet Count	Reply To
IrelandUncut	Here's Fine Gael Labour's policies summed up https://t.co/n2gBMfHsCp Take from the "lazy poor" #PeoplesDebate #VinB http://t.co/gFM2tXxXBY	2015-06-24 22:09:10	2	None
Cunionsandphey	Martin Ferris. The Shinner. Talking about rape &amp; sexual abuse. How quickly he forgets how his party failed @mairiac31. #VinB #PeoplesDebate	2015-06-24 22:09:01	12	None
lauraisainmdom	Anybody know when #vinb #PeoplesDebate is coming to #Kilkenny??	2015-06-24 22:08:53	0	None
TonightWithVinB	Vera O’Leary from Kerry rape crisis centre “Sexual violence is probably the most prevelant social justice issue in Ireland at present” #VinB	2015-06-24 22:08:41	2	None
MayoWeather	That woman wanted a three member government predominantly made up of Kerry people. #VinB	2015-06-24 22:08:38	0	None
fb_fitz	The most vulnerable ppl in our society have taken the biggest hit for banks private debt. #PeoplesDebate #vinb	2015-06-24 22:08:31	15	None
TonightWithVinB	“Seven yrs after democracy, fairness, justice died on 29th September 2008.” #PeoplesDebate #VinB	2015-06-24 22:08:23	15	None
FiannaFool	Hats off to @MichaelHealyRae ! #vinb	2015-06-24 22:08:17	0	None
sean_ocathain	@gavreilly #SinnFein crisis,#sinnfein in turmoil,#sinnfein collapsing,#sinnfein disintegrating,#SinnFein split..again-&gt;this is fun 😎😆#vinb	2015-06-24 22:07:59	0	gavreilly
LimerickBorn	Bluffer Willie O'Dea making political hay over lone parents cuts.Amnesiac forgets his FF governmnet started the cuts. #vinb #dail #limerick	2015-06-24 22:07:55	0	None
whitey_claire	@davemcginn_ie and everyone to wear caps! Hooray #vinb	2015-06-24 22:07:50	0	davemcginn_ie
RUOK4711	VINB the peoples debate TAKE ACTION NOW no more talking shit 💀	2015-06-24 22:07:48	0	None
The_Paor	#vinb I wouldn't put the Healy-Raes in charge of Welfare Payments. Chances are they'd put a cap on them.	2015-06-24 22:07:30	2	None
squidlimerick	i doubt any of those in government take #vinb seriously any more. theres no sense it has had an impact on anything in years	2015-06-24 22:07:28	0	None
FCTwenteBenson	At least with Healy Rae in Gov we'd have an underwater ring road around the entire country, think of all the jobs #vinb	2015-06-24 22:07:26	0	None
WicklowLiving	Jackie Crowe is the hero of the night #applause #vinb Life matters	2015-06-24 22:07:23	2	None
tnteacherTim	Powerful point by #RCN lady #vinb	2015-06-24 22:07:22	1	None
d_jack123	Well if you live to a 1000 you'll be still waiting.Catholic Church is the most reactionary institution in the country #vinb	2015-06-24 22:07:15	0	None
ger_mccann	#vinb I got it wrong, they're not goin to get a hidin, they'll be lucky to hold a seat!	2015-06-24 22:07:13	2	None
I7am7sam	Cuts to rape crisis centres are wrong, anyone who has experienced sexual violence needs more support not less.  #vinb #PeoplesDebate	2015-06-24 22:07:08	1	None
SeanUidheas	#PeoplesDebate #vinb http://t.co/V5bUS8uFZp	2015-06-24 22:07:05	1	None
beingdealtwit	I just saw at 17k you pay the 7% usc charge!! Same as someone on 50k or 200k!! Yet govt says low taken out of usc. More blatant ;lies #vinb	2015-06-24 22:06:55	9	None
MichaelGarland_	Audience member spotted wearing cap a la Healy Rae in People's Debate. Is this a fashion trend for us all to consider? #vinb #PeoplesDebate	2015-06-24 22:06:46	0	None
MayoWeather	"Brendan, prove to us you are not out of touch with single parents, have you even spoke with them?" #VinB http://t.co/wtqGuOkkHA	2015-06-24 22:06:27	0	None
jimcusack	#vinb Healy Rae's God help us	2015-06-24 22:06:24	0	None
anthonyodonovan	The Healy Raes in Government? 😱😱😱 #vinb #PeoplesDebate	2015-06-24 22:06:20	0	None
Evanis	Total agree #vinb  https://t.co/HQgQLH1Q7t	2015-06-24 22:06:15	1	None
maryjenki	#vinb https://t.co/j2w0Xqkjdj	2015-06-24 22:06:14	3	None
SaorAgusGaelach	Joan?  She is just another prick in the Dáil. #no2iw #vinb   https://t.co/Lqr8kCLaKB	2015-06-24 22:06:12	3	None
bloomsboy	I see my vacated seat while that looper spoke.. A govt of Healy Raes 😂😂😂 #vinb	2015-06-24 22:06:10	0	None
francisfoley	FFS Michael Healy Rae for Taoiseach, we will never see a hungry day again.  #vinb #PeoplesDebate	2015-06-24 22:06:07	0	None
RoseNiDhubhda	So much for open platform and free speech  #vinb Twitter is verging on disgraceful tonight #diversity #individuality #regional #local	2015-06-24 22:06:05	1	None
ATMH1994	I'm waiting for the Bishop's to think they have a moral high ground about anything too #vinb	2015-06-24 22:05:58	0	None
SvtigerStephane	@GarethSoye sounds like you're used to be called an idiot. If the shirt fits. #vinb	2015-06-24 22:05:56	0	GarethSoye
maryjenki	#vinb Ireland's Debt What They Don't Want You To Know https://t.co/viw063YAPH https://t.co/PpGY5P0xQq	2015-06-24 22:05:46	6	None
MoranPaul52	#vinb TAXI FOR JOAN!!! http://t.co/MRqxeMbYVV	2015-06-24 22:05:43	9	None
Cunionsandphey	Put all the 3 Healy-Raes in Govt.? Go on Ireland. See #Kerry get an Intl. Airport, #IFSC &amp; they'll move @rte there too. #VinB #PeoplesDebate	2015-06-24 22:05:43	0	None
mmcarrsmill	#vinb a lot of anger in Kerry	2015-06-24 22:05:43	0	None
RayMcGrath	She was doing so well until she suggested putting Michael Healy Rae and his entire family into government. #vinb #PeoplesDebate	2015-06-24 22:05:42	0	None
donie	.@BGriffinTD smirking as woman on disability allowance speaks. There's a reason he is on the backbenchs, clearly. #VinB	2015-06-24 22:05:32	4	None
MrsSharonWhite	#vinb woman on 170e a week ...how can I pay water charges?	2015-06-24 22:05:26	4	None
jemb123	The day the music died....29th September 2008 #vinb	2015-06-24 22:05:19	7	None
davemcginn_ie	Yes we should definitely get Michael Healy Rae into government, that'll sort everything #vinb	2015-06-24 22:05:15	0	None
LimerickBorn	Willie O'Dea making political hay with lone parents allowance. Bluffer forgets his FF government first started this attack. #dail #vinb	2015-06-24 22:05:15	1	None
Dazoo1977	Is that Brendan o Carroll behind him #vinb	2015-06-24 22:05:06	0	None
fixtronix	.@olddiesel Indeed, a large dose of irony &amp; arrogance mixed up to produce a smoke screen! @IrishTimes #vinb	2015-06-24 22:04:56	0	olddiesel
mc_llb	.@Tweet_Afton @ger_mccann 94% of the jobs created in the last year have been full time jobs #vinb	2015-06-24 22:04:56	0	Tweet_Afton
IrishTaxPayer	#vinb she is well capable of speaking, surely able to get a job	2015-06-24 22:04:54	1	None
strumpetcity	Anti @labour anti #watercharges on #vinb	2015-06-24 22:04:53	0	None
ColletteFlores	#vinb   Not sure Michael Healy Ray is one of us though.	2015-06-24 22:04:49	0	None
ReclaimTheVoice	The 'Brogue's Of Tralee'  #vinb	2015-06-24 22:04:48	0	None
williamhboney1	So why is Griffen in the Dail?  Vote whatever way he's told to and collect his fat pay cheque. Is it this our grandparents fought for? #vinb	2015-06-24 22:04:46	7	None
fb_fitz	Sad indictment of our democracy. Do as you're told. Obey the whip! Even when you apparently disagree...That's politics, Irish style! #vinb	2015-06-24 22:04:46	9	None
Ihatebankers	So basically @BGriffinTD will vote with the government even if he doesn't agree with their policy #vinb.	2015-06-24 22:04:42	6	None
ATMH1994	Team Healy-Rae Nutter #vinb	2015-06-24 22:04:41	0	None
SvtigerStephane	@GarethSoye go ride a bull. Your ma will be proud for a change. #vinb	2015-06-24 22:04:36	0	GarethSoye
Donal_OKeeffe	I would move to Kerry and vote for anyone who would say to Michael Healy-Rae "Take off your fucking cap, you're not Darby O'Gill". #vinb	2015-06-24 22:04:36	7	None
caulmick	Here here - Grotesque governance.  Shameful what they do to people #PeoplesDebate #vinb	2015-06-24 22:04:31	2	None
jemb123	Well said that woman. She, like many others, simply CANNOT afford water charges #vinb	2015-06-24 22:04:29	12	None
Maebhcon	#vinb you don't get multiple issues on vinb's people debate.  ah now don't be cursing.	2015-06-24 22:04:21	0	None
sbreathnach4	#vinb @rte @DailyPlato Does anyone know who owns the apartment in which the Berkely faithful met their deaths? Should we not even ask?	2015-06-24 22:04:17	0	None
ger_mccann	#vinb This attack on lone parents is a National scandal and Kenny, Noonan, Howlin, and  Burton should hang their heads in shame.!	2015-06-24 22:04:15	18	None
geraghty040	Ya twat. Thats the word i was looking #vinb	2015-06-24 22:04:12	0	None
gfmurphy101	#vinb  https://t.co/Ek3FxoswIk	2015-06-24 22:03:58	3	None
SociusCriminis	@CathMurphyTD is outside the government on the opposition benches; she single handedly has done more for Ireland than FG and Labour. #vinb	2015-06-24 22:03:56	9	CathMurphyTD
cathypower	#SinnFéin opposed cuts to Lone Parent Allowance at every opportunity. #vinb	2015-06-24 22:03:47	5	None
Disildoforus	i hope €nda kenny and Joan Burton are listening to the anger out there #kerry #vinb	2015-06-24 22:03:41	7	None
devilman40k	Would rather sit with the party than support his constituents.... nothing new there so #vinb	2015-06-24 22:03:24	1	None
I7am7sam	What Brendan just said is part of the reason the party whip system needs to go.  #PeoplesDebate #vinb #politicalreform	2015-06-24 22:03:20	1	None
IERepublican	Has the collection of Garda murderers by Provo trash been discussed yet ? #vinb	2015-06-24 22:03:18	1	None
sbreathnach4	#vinb @rte @DailyPlato (Fr) Brendan Smith is the conjunction between RCC and the RoI's anemic sec state:another revisitation of Ir squalor	2015-06-24 22:03:07	0	None
beingdealtwit	Voiceless? This guy is a fool. Is Catherine Murphy voiceless?? Another self serving clown say anything for a vote #vinb	2015-06-24 22:03:06	1	None
shocks2103	brendan a please your picking on me #vinb	2015-06-24 22:02:50	0	None
caulmick	Push poverty #Yeschildequality #PeoplesDebate #vinb #not1pipe pl  tweet @joanburton it's a cruel cut in #LoneParents http://t.co/tMVbheCB6H	2015-06-24 22:02:48	17	None
Cunionsandphey	Spot on Breno. Better inside pissing out than outside pissing in. #VinB #PeoplesDebate	2015-06-24 22:02:42	0	None
SeosamhMagAodha	Well said that woman Orla!!! #Equality my fucking hole!!! And that FG financial RAPIST talking SHITE!! Waffle waffle waffle .... #vinb	2015-06-24 22:02:40	1	None
strumpetcity	Sad kick start to tonight's #vinb imposed poverty and financial stress testing of vulnerable people by @labour #BurtonCut	2015-06-24 22:02:38	3	None
JulieAnneShero	"My kitchens bigger than the oncology department in Tralee "brave terminally ill woman on #vinb.So sad to think that's what you're left with	2015-06-24 22:01:58	17	None
FiannaFool	One parent family cuts are wrong.We may have backed these cuts but now we're in opposition we're really against them.And dats dat. #vinb	2015-06-24 22:01:54	6	None
Gion_Gion	#PeoplesDebate TD Griffin is talking nonsense. Govt backbenchers are doing nothing to modify/mitigate govt policy. #VinB	2015-06-24 22:01:47	3	None
keaney37	Comical when they cut the camera to the TD's and their scribbling crap down. Prob drawing match-stick men #vinb	2015-06-24 22:01:44	0	None
IrishTaxPayer	What is real flawed thinking is the view that having a child is an excuse not to work #vinb make the fathers pay up	2015-06-24 22:01:39	1	None
yvonne_delaney	#vinb indefensible treatment of lone parents by the elite again!! #loneparents Do our children matter?? Disgusting!	2015-06-24 22:01:34	1	None
SociusCriminis	FG TD is working on the lone parents policy. ....surely after he voted for the exact same policy. #vinb	2015-06-24 22:01:26	4	None
TonightWithVinB	Karen O’Connor says“I only earn €170p/w on disability.I can’t afford my shopping on that.”#PeoplesDebate #VinB	2015-06-24 22:01:19	3	None
cathypower	One Parent Family Network #Orla  lying about #SinnFéin policy to score points and not serving her cause well. #vinb	2015-06-24 22:01:17	1	None
I7am7sam	Brendan standing over the Indefenceable on the #PeoplesDebate #vinb	2015-06-24 22:01:06	0	None
TheGreatHumbug	#vinb in Kerry looks like it was filmed in 1994. Is it only 1994 in Kerry?	2015-06-24 22:01:05	1	None
beingdealtwit	If this prick disagrees with all fg policies what is he doing in the party. Another two faced lying clown act #vinb	2015-06-24 22:00:59	5	None
williamhboney1	Brendan has taken a leaf out of Leo's book "ah yeah that's terrible" but supports the cuts anyway.  #vinb	2015-06-24 22:00:57	4	None
mi499	#vinb leo V must have got the job as the joker to make people laugh all the way with the health service	2015-06-24 22:00:50	0	None
geraghty040	Oh great, he's talking about it. #vinb I'll fill up on those words so.	2015-06-24 22:00:43	0	None
Cunionsandphey	We don't want cuts. Nor do we want higher taxes. You do the Maths/Economics &amp; try running a country like that. #VinB	2015-06-24 22:00:36	0	None
ReclaimTheVoice	A Lone Parent..is a parent..PERIOD.   penalise the child that never invited this..?  #vinb	2015-06-24 22:00:34	0	None
shocks2103	brendan i sat on me ass drinking her tea asswipe #vinb	2015-06-24 22:00:27	0	None
MoranPaul52	Griffen is a back bencher, he jumps when told to do so. #vinb	2015-06-24 22:00:27	1	None
SvtigerStephane	You're a fecking idiot as described through your TL. Blueshirts won't be gone soon enough #vinb  https://t.co/q9IJaMXiL9	2015-06-24 22:00:05	2	None
Wexman4	Politicians tweeting popular sound bites says it all.  #vinb	2015-06-24 22:00:04	0	None
mc_llb	.@ger_mccann Live Register in Kerry down by 3,622 people or by 21.4.% compared to March 2011 (when FF left Govt) #vinb	2015-06-24 22:00:03	0	ger_mccann
Disildoforus	if #fglab think lone parents are a burden on the state, not as much of a burden on the state as those very politicians themselves! #vinb	2015-06-24 22:00:00	4	None
aidanodr	The REAL proof we have learned FK ALL http://t.co/pWXzicfgud The 9 hottest housing markets in the world ... GUESS who's NO. 1 ?? #vinb	2015-06-24 21:59:44	0	None
sbreathnach4	@seamusbreathnach:What more can we do to make  the peoples' lot even worse? Keep on Tanaiste Joan and the Coalition Gov.forever #vinb @rte	2015-06-24 21:59:37	0	None
R2WKillarney	#vinb Kerry has highest Infant mortality rate in Ireland.	2015-06-24 21:58:51	2	None
LuddLite	"Ireland's number one shampoo" Would you ever fuck off. #VinB #TV3	2015-06-24 21:58:43	0	None
TonightWithVinB	Orla a single parent; “You’re pushing parents into poverty.” #PeoplesDebate #VinB	2015-06-24 21:58:41	9	None
SaorAgusGaelach	Another @FineGael trick:- When s.o. else does all the work, just steal the credit &amp; claim it as yours.  Noonan is a master. #no2iw #vinb	2015-06-24 21:58:38	3	None
Cunionsandphey	Ha ha! Shinners fighting is nothing new. Nor amongst themselves is it new but this is a new "low" I think? #VinB  https://t.co/v2jcGNGJJV	2015-06-24 21:58:29	0	None
eyezopen32	#vinb really enjoying this one,very good talkers in the audience	2015-06-24 21:58:27	0	None
Killarneytiger	Jackie Crowe,  the face of the victims of this government and HSE #VinB	2015-06-24 21:58:03	5	None
BredaMac12	@gercollins17 Jackie Crowe is a rock even through all her illness she joined us every Saturday last summer for #FreeGaza protests #vinb	2015-06-24 21:57:47	4	gercollins17
cian2me	@GarethSoye The regular "Citizen of Ireland" on #vinb #PeoplesDebate conforms to the worst, know it all, idiotic pub bores.   Waste of time	2015-06-24 21:57:35	2	GarethSoye
skysketcher	"My kitchens bigger than the oncology department in Tralee " brave terminally ill lady . Shame on you @EndaKennyTD  #vinb	2015-06-24 21:57:24	1	None
marybuckley549	@campaignforleo Appalling that Kerry cancer patients should have to endure substandard facilities. Brave lady! #vinb	2015-06-24 21:57:16	1	campaignforleo
AhhhMeBollix	Society? Not a society.Ours is a little fiefdom run by morally bankrupt lobby groups masquerading as democratic representatives #vinb	2015-06-24 21:57:04	0	None
Evanis	Very brave lady on @TonightWithVinB Jackie Crowe #vinb	2015-06-24 21:56:59	5	None
MichaelGarland_	Who's the fellow in the flat cap on the People's Debate? Is the aircon on cold? #PeoplesDebate #vinb	2015-06-24 21:56:45	1	None
Maebhcon	#vinb when was the diktat against fg td's appearing lifted?	2015-06-24 21:56:25	0	None
beingdealtwit	@Dan123Mc and a decent insurance salesman #vinb	2015-06-24 21:55:58	0	Dan123Mc
FerrisMartin	Jackie Crowe is an inspirational woman. #vinb #peoplesdebate	2015-06-24 21:55:56	14	None
Maoldearg	@TonightWithVinB moving Social Welfare ( pensions) from post offices to banks will result in bank charges. and banks can't be trusted #vinb	2015-06-24 21:55:53	5	TonightWithVinB
SvtigerStephane	Tell that to FG. I live in Kildare and I can't get broadband. As to a +70 yrs old online banking 😂😂😂 cope on #vinb  https://t.co/fuUkth9h5L	2015-06-24 21:55:48	5	None
fitzcheese	#vinb Courage from Jackie #PeoplesDebate  Surely such honesty needs a fair reply from #fg	2015-06-24 21:55:40	1	None
whitey_claire	I wonder is Leo V watching this in shame #vinb	2015-06-24 21:55:37	0	None
MartinaGrey1	Wonder is Mr Cop on @campaignforleo watching brave Jackie Crowe #vinb	2015-06-24 21:55:35	1	None
joancooke5	Imagine what heroic courage it took for Jackie Crowe to plead for better oncology services?  I salute her. #vinb	2015-06-24 21:55:34	1	None
paul_gavan	National Treatment Purchase Fund is "solution" according to @fiannafailparty .This is shorthand for outsourcing and privatisation #VinB	2015-06-24 21:55:15	3	None
agmha	Jesus God help that woman government should hang their heads in shame  #vinb	2015-06-24 21:55:15	0	None
pmbarrins	No doubt @campaignforleo would have a snappy response for Jackie on #vinb Health service never worse than under @FineGael	2015-06-24 21:55:11	0	None
Dan123Mc	#vinb Leo your a wanker end of story	2015-06-24 21:55:07	2	None
anthpny1	#vinb that poor lady 1 year i bet if she had private health care she would get seen one health care for the rich, one for the poor	2015-06-24 21:55:06	0	None
geraghty040	Well there the go #vinb I wouldn't be dissing #SF as much. #FF #FG #Labour only care about their pockets	2015-06-24 21:55:02	1	None
gfmurphy101	every time you click on a link to a Denis O Brien owned online news outlet....you earn cash for him ! #vinb	2015-06-24 21:54:59	0	None
Alanfromireland	We don't need the National treatment purchase fund we need to lift T embargo on recruitment instead of offering pay rises. @2RevItUp #vinb	2015-06-24 21:54:25	2	None
Maebhcon	#vinb ff mis spent alot of money in the good times that why problems still exist	2015-06-24 21:54:22	0	None
beingdealtwit	Are money is wasted and pissed away on admin and lines the pockets govt cronies thats why health and country are in bits #vinb	2015-06-24 21:54:08	1	None
d_jack123	some slackjawed yokel keeps banging on the #vinb twitter machine about making all healthcare private.its going to 1 of those nights	2015-06-24 21:54:05	0	None
caulmick	Grotesque governance.  The sick and the vulnerable attacked constantly #PeoplesDebate #not1pipe #vinb #HurtinBurton	2015-06-24 21:54:00	4	None
BuachaillDana2	Yep!  #PeoplesDebate #vinb http://t.co/gsgYWCzZKX	2015-06-24 21:53:59	0	None
ReclaimTheVoice	The saddest part about the access to the Oncology services is the fact that the 'outrage' of Susie Long,has changed very little indeed#vinb	2015-06-24 21:53:39	0	None
gercollins17	Fair play Jackie crowe #vinb	2015-06-24 21:53:38	4	None
GarethSoye	Feck this, can't do it any more, this is the worst thing that has been on TV in the history of the universe. #vinb	2015-06-24 21:53:36	0	None
Jim_Sheridan	Hats off to #vinb &amp; the #peoplesdebate for giving a media platform to the regular Citizen of Ireland.. Enda &amp; Joan need to watch these!	2015-06-24 21:53:36	7	None
EarlofWeird	That mic looked like it was about to explode, the way it was handed along. #vinb	2015-06-24 21:53:33	0	None
ger_mccann	#vinb Time to get the finger out Leo.! The Health Service is a disgrace.!	2015-06-24 21:53:33	5	None
gazzahead	@williamhboney1 To be fair ... Who the fuck else would give any of the two of them a job ? #vinb	2015-06-24 21:53:01	0	williamhboney1
SaorAgusGaelach	The @FineGael trick revealed:- Agree with every side of the argument.  Kenny is a master. You can't argue with s.o. who agrees. #no2iw #vinb	2015-06-24 21:53:01	1	None
GubbageMan	@GarethSoye but if you can't afford it you can just head off and due.  Excellent policy, not #vinb	2015-06-24 21:53:01	0	GarethSoye
Gion_Gion	#PeoplesDebate @TonightWithVinB @vincentbrowne That lady with #cancer is spot on. When you're down you're on you own. #Health  #VinB	2015-06-24 21:52:55	3	None
SeosamhMagAodha	Is there any Labour party member willing to admit that they are mortified to have @desmondotoole in their ranks? C'mon ... 'fess up! #vinb	2015-06-24 21:52:43	11	None
Alanfromireland	It's nothing that you did Pascal the Euro has dropped 35% in value since last May.  #vinb @2RevItUp @fibromy  https://t.co/HMf2nXqmWH	2015-06-24 21:52:43	4	None
MrsSharonWhite	#vinb brave woman telling her story.	2015-06-24 21:52:43	1	None
WicklowLiving	Feeling this ladys pain on #vinb #experienced #dignity	2015-06-24 21:52:41	0	None
fitzcheese	#vinb hold Prom Notes &amp; stop destroying  €3.14billion a yr. Pls spend on Health &amp; Education or real growth initiatives	2015-06-24 21:52:35	0	None
pmbarrins	Good grief, our health service is horrific! #vinb	2015-06-24 21:52:33	0	None
Darren606	The absolutely heroic Jackie Crowe. #vinb	2015-06-24 21:52:24	7	None
Disildoforus	shame on the #HSE, this is disgraceful, that woman has been failed and what a brave woman to speak out tonight. #vinb	2015-06-24 21:52:22	8	None
williamhboney1	Complete agree with that woman, do your own homework, find out everything. Manage ur own care because you absolutely need to.  #vinb	2015-06-24 21:52:09	9	None
PaulMcQuillan76	Brave woman #vinb	2015-06-24 21:52:06	0	None
caulmick	€35million for mental health services compared to... #PeoplesDebate #vinb #not1pipe http://t.co/dZjyGa3ZfA	2015-06-24 21:52:03	4	None
geraghty040	Well she's about to get shite done #vinb who's going to help her???? NOT @FineGael or @labour #vinb disgraceful	2015-06-24 21:52:01	0	None
evryan	HSE is frightening #vinb	2015-06-24 21:51:56	0	None
kevosullivan07	My god. This is shocking. #vinb	2015-06-24 21:51:55	0	None
breakfastrollma	dept no bigger than my kitchen says lady great staff but no place to work sums up HSE #vinb	2015-06-24 21:51:54	1	None
MartinaGrey1	Poor woman #vinb	2015-06-24 21:51:50	0	None
EoinPoil	@GerardKennelly Ferris said it was funraiser, pension pot #vinb	2015-06-24 21:51:49	0	GerardKennelly
maryjenki	#vinb Dublin Burns Bills and Bondholders protest last Saturday  https://t.co/rxea5bq3yH #Greece	2015-06-24 21:51:39	4	None
MrsSharonWhite	#vinb mental health difficulties surely can only be dealt with by mental health professional via GP not a teacher  practicing counselling.	2015-06-24 21:51:31	0	None
boldzsazsa	#vinb ask @MHealyRae  is it true that he keeps a marmalade sandwich under his hat in case of emergency	2015-06-24 21:51:26	0	None
TonightWithVinB	Jackie Crowe waited 1 year to get the right diagnosis &amp; never got the right scans. “You have to do your own homework.” #PeoplesDebate #VinB	2015-06-24 21:51:22	8	None
DrBridgetOBrien	Great to have opportunity to speak on #health on #vinb Identify issues Use technology wisely	2015-06-24 21:51:19	3	None
ger_mccann	#vinb That's the same 35 million that's been talked to death by Kathleen Lynch for the last 2 years! How many times has she spent it?	2015-06-24 21:51:11	0	None
GarethSoye	Did they bus this audience in from North Korea ffs? Stalin would look like a raving right winger in here. #vinb	2015-06-24 21:50:53	0	None
gavinsblog	Here are Brendan Griffin's Dail stats https://t.co/zWGHlAXabO #vinb http://t.co/IINUnuSyHa	2015-06-24 21:50:41	0	None
Wexman4	A few trolls on here making little of mental health.  Ease up.  #vinb	2015-06-24 21:50:40	2	None
Dazoo1977	That's how you make a point #vinb	2015-06-24 21:50:36	0	None
SeanUidheas	#PeoplesDebate #vinb http://t.co/WgkIOng7VM	2015-06-24 21:50:33	0	None
FiannaFool	Great to see #FG under pressure on #vinb . We have nothing in common with @FineGael . Apart from our policies. #vinb	2015-06-24 21:50:32	0	None
daragall	For those saying it'll be disastrous if #Greek banks forced to close by ECB, remember we survived a 6 month bank strike in 1970. #vinb	2015-06-24 21:50:28	0	None
ReclaimTheVoice	The Gov also supports the pathway of CBT to 'cater' to 'mental health'......CBT is effective for at best, at a stretch, 24% of people #vinb	2015-06-24 21:50:17	0	None
sean_ocathain	@Independent_ie is a mass resignation of shinners still classified as an act of decommissioning ?! 😉 #vinb	2015-06-24 21:50:14	0	Independent_ie
GarethSoye	Oh look there's good old unbiased #vinb attacking the Fine Gael lad while giving all the Marxist lunatics free reign.	2015-06-24 21:49:49	0	None
shocks2103	#vinb fianna failures we haven,t gone away you know kind of disturbing will we ever learn	2015-06-24 21:49:44	0	None
geraghty040	Would he ever fuck offf #vinb	2015-06-24 21:49:13	1	None
ImSomeDad	They should fill #Clerys with loads of post offices  #vinb	2015-06-24 21:49:08	0	None
GarethSoye	Public health service - Total mess and costs lives and billions.  Private health service - Complete success.  Hmmm #vinb	2015-06-24 21:48:41	0	None
kevosullivan07	@TonightWithVinB she's bang on. #vinb	2015-06-24 21:48:03	0	TonightWithVinB
ReclaimTheVoice	Guidance Counsellors are NOT  Emotional Health practioners....and she's a teacher...?   give me strength..  #vinb	2015-06-24 21:48:00	0	None
FiannaFool	"I come from a teaching background myself" You know you're in good hands now #vinb	2015-06-24 21:47:56	0	None
ImSomeDad	Calor housewife of the year alert #vinb	2015-06-24 21:47:27	0	None
williamhboney1	The closer you live to the seat of power the better your circumstances. That's why 'Recovery' is exclusively a South Dublin phenomenon #vinb	2015-06-24 21:47:21	2	None
LaobhaoiseNihE	The @creditunionie are class for giving quality customer service. It's just a pity they don't offer the financial services banks do.#vinb	2015-06-24 21:47:18	0	None
FiannaFool	Great to see Norma Foley raising the issue of mental health. We in @fiannafailparty are famous for our mental health!  #vinb	2015-06-24 21:46:44	0	None
GarethSoye	I can and have accessed brilliant mental health services. All of them privately. Make all health private &amp; we're sorted. #vinb	2015-06-24 21:46:43	0	None
ReclaimTheVoice	Please can we begin to use the term  'Emotional Health'.....   it is far more accurate, and far more helpful.....  #vinb	2015-06-24 21:46:17	1	None
ATMH1994	35 million for mental health was delivered in the last budget. One can only despair at FF Cllr Foley's lack of knowledge #vinb	2015-06-24 21:46:14	0	None
gazzahead	@LatedebateRTE .... Surly a Fianna Fáil rep should be invited in to discuss Brendan Smith ! #vinb	2015-06-24 21:46:12	1	LatedebateRTE
MartinaGrey1	#vinb https://t.co/IVjipSVBxv	2015-06-24 21:46:05	0	None
TonightWithVinB	Norma Foley FF:“25% of the adult population at some stage in their life will need the support of mental health services”#PeoplesDebate #VinB	2015-06-24 21:45:23	1	None
OccupyIreland	#vinb  https://t.co/ptJknYrBM1	2015-06-24 21:45:21	0	None
ATMH1994	Oh it's a 1983 EastEnders character #vinb	2015-06-24 21:45:18	0	None
kevosullivan07	Wow. Someone go tell that lady she's wrong. Coz she's not. #vinb	2015-06-24 21:45:11	0	None
the_duke59	Gas to hear a healy rea  complaining about dubs only looking after Dublin,his family trived on parish pump politics #vinb	2015-06-24 21:45:07	1	None
Dailigh	So #vinb on 45mins and all I've heard is a disagreement about a previous TD and the lament of the rural Post Office.	2015-06-24 21:44:52	0	None
GarethSoye	There's a fantastically magnificent health service delivered in this country. Privately. Make it all that way. #vinb	2015-06-24 21:44:45	0	None
analyser1	Individual in audience praises SF on POs. LOL As many as 200 post offices in Northern Ireland may be closed http://t.co/wUsKxlWS3t  #vinb	2015-06-24 21:44:36	0	None
Alanfromireland	@ronanburtenshaw @Planoltom  Makes sense Syriza has moved+now T creditors look like they will say No Divide+conquer still works #vinb	2015-06-24 21:44:28	0	ronanburtenshaw
ATMH1994	@DrBridgetOBrien asking why, despite spending more money on healthcare, services are as ineffective as ever #vinb	2015-06-24 21:44:11	0	DrBridgetOBrien
maryamcsweeney	People should have the option to get their payments made into their bank accounts, its time to move on,  P.O provide a good service #vinb	2015-06-24 21:44:02	0	None
SaorAgusGaelach	I agree, pity that #vinb cannot control his negative feelings towards SF though. The chair should be neutral. #no2iw https://t.co/z3Z3bGPXgO	2015-06-24 21:43:51	3	None
LaobhaoiseNihE	The topic of banking on #vinb tonight is very relavant to my tweet earlier about my experience in @bankofireland in Ballina today.	2015-06-24 21:43:48	0	None
ger_mccann	#vinb This is yet another Constituency who haven't experienced this mythical recovery that the Gov and the RTE keep bangin on about.!	2015-06-24 21:43:34	6	None
RoseNiDhubhda	Slightly disconcerting that there is so much criticism of a local accent. A gathering of community members worried for their future #vinb	2015-06-24 21:43:29	0	None
TonightWithVinB	Bridget O’Brien,a GP in Tralee,discusses the cost of healthcare.“From '00-'08 cost of our healthcare went from 4bn–16bn”#PeoplesDebate #VinB	2015-06-24 21:43:28	0	None
FionnualaEgan	"A fella by the name of Grant Thornton."ha! .  #VinB	2015-06-24 21:42:57	0	None
johnjoechad	@wickedfairysad  #vinb. Please pull the Plank Alexis &amp; Yanis. The EU is rotton to the core. http://t.co/LnTJnM3osc	2015-06-24 21:42:49	22	wickedfairysad
